the_geom,Short_Name,School_ID,Network,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
POINT (-87.65301778635478 41.76536056570044),BOND,610238,Network 11,7050 S MAY ST,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76536057,-87.65301779,1(773)535-3480,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.67220640216625 41.802342867518746),DALEY,610239,Network 8,5024 S WOLCOTT AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80234287,-87.6722064,1(773)535-9091,8,NEW CITY,20,Willie B. Cochran
POINT (-87.64974916517143 41.95998415465289),BRENNEMANN,610242,Network 2,4251 N CLARENDON AVE,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95998416,-87.64974917,1(773)534-5766,2,UPTOWN,46,James Cappleman
POINT (-87.75332487134204 41.87288500496833),CLARK HS,610244,Network 3,5101 W HARRISON ST,60644,District,HS,"9, 10, 11, 12",41.87288501,-87.75332487,1(773)534-6250,3,AUSTIN,29,Chris Taliaferro
POINT (-87.76766845556021 41.89036862899963),DOUGLASS HS,610245,Network 3,543 N WALLER AVE,60644,District,HS,"9, 10, 11, 12",41.89036863,-87.76766846,1(773)534-6176,3,AUSTIN,29,Chris Taliaferro
POINT (-87.6256915785112 41.798464959275144),BEASLEY,610246,Network 9,5255 S STATE ST,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79846496,-87.62569158,1(773)535-1230,9,WASHINGTON PARK,3,Patricia R. Dowell
POINT (-87.77818680275425 41.94305591932024),CHICAGO ACADEMY ES,610248,AUSL,3400 N AUSTIN AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94305592,-87.7781868,1(773)534-3885,1,DUNNING,36,Nicholas Sposato
POINT (-87.69026083876544 41.79404805057685),TALMAN,610249,ISP,5450 S TALMAN AVE,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79404805,-87.69026084,1(773)535-7850,8,GAGE PARK,14,Edward M. Burke
POINT (-87.63363243383714 41.901416533650156),SALAZAR,610250,Network 6,160 W WENDELL ST,60610,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90141653,-87.63363243,1(773)534-8310,6,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
POINT (-87.69918700903415 41.882949923809264),CATHER,610251,Network 5,2908 W WASHINGTON BLVD,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.88294992,-87.69918701,1(773)534-6780,5,EAST GARFIELD PARK,27,"Walter Burnett, Jr."
POINT (-87.6803149665699 41.87986982005957),DETT,610252,Network 6,2131 W MONROE ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87986982,-87.68031497,1(773)534-7160,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.71574357179486 41.85888344613877),DVORAK,610254,AUSL,3615 W 16TH ST,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85888345,-87.71574357,1(773)534-1690,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.59906677098365 41.81734932673638),ROBINSON,610256,Network 9,4225 S LAKE PARK AVE,60653,District,ES,"PK, K, 1, 2, 3",41.81734933,-87.59906677,1(773)535-1777,9,OAKLAND,4,"William ""Will"" D. Burns"
POINT (-87.70510783049163 41.88917813449174),MORTON,610257,AUSL,431 N TROY ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.88917814,-87.70510783,1(773)534-6791,5,HUMBOLDT PARK,27,"Walter Burnett, Jr."
POINT (-87.6172141790608 41.779900493583106),DULLES,610263,AUSL,6311 S CALUMET AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77990049,-87.61721418,1(773)535-0690,9,GREATER GRAND CROSSING,20,Willie B. Cochran
POINT (-87.60117440804437 41.740183790256616),ASHE,610268,Network 12,8505 S INGLESIDE AVE,60619,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.74018379,-87.60117441,1(773)535-3550,12,CHATHAM,8,Michelle A. Harris
POINT (-87.65475844786295 41.97094908209549),MCCUTCHEON,610269,Network 2,4865 N SHERIDAN RD,60640,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.97094908,-87.65475845,1(773)534-2680,2,UPTOWN,46,James Cappleman
POINT (-87.70224105256844 41.87381494670643),JENSEN,610271,Network 5,3030 W HARRISON ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87381495,-87.70224105,1(773)534-6840,5,EAST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.7031387627253 41.86183619104433),JOHNSON,610274,AUSL,1420 S ALBANY AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.86183619,-87.70313876,1(773)534-1829,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.61661794407227 41.81435828267455),MOLLISON,610276,Network 9,4415 S DR MARTIN L KING JR DR,60653,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.81435828,-87.61661794,1(773)535-1804,9,GRAND BOULEVARD,3,Patricia R. Dowell
POINT (-87.60679103519684 41.76067263502636),TANNER,610279,Network 12,7350 S EVANS AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76067264,-87.60679104,1(773)535-3870,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
POINT (-87.55678924878404 41.76033179959435),POWELL,610281,Network 12,7511 S SOUTH SHORE DR,60649,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7603318,-87.55678925,1(773)535-6650,12,SOUTH SHORE,7,Gregory Mitchell
POINT (-87.74673077914349 41.897819069092115),MCNAIR,610282,AUSL,4820 W WALTON ST,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89781907,-87.74673078,1(773)534-8980,3,AUSTIN,37,Emma M. Mitts
POINT (-87.67316832857148 42.007702570043016),NEW FIELD,610284,Network 2,1707 W MORSE AVE,60626,District,ES,"PK, K, 1, 2, 3, 4",42.00770257,-87.67316833,1(773)534-2760,2,ROGERS PARK,49,Joe A. Moore
POINT (-87.70960968204936 41.74235056627999),ASHBURN,610287,Network 10,8300 S ST LOUIS AVE,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74235057,-87.70960968,1(773)535-7860,10,ASHBURN,18,Lona Lane
POINT (-87.63727734722362 41.77272749687046),MAYS,610290,Network 11,6656 S NORMAL BLVD,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7727275,-87.63727735,1(773)535-3892,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.7288842929386 41.7753053866094),LEE,610291,ISP,6448 S TRIPP AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77530539,-87.72888429,1(773)535-2255,10,WEST LAWN,13,Marty Quinn
POINT (-87.72466123135618 41.8787989319273),MELODY,610293,Network 5,3937 W WILCOX ST,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87879893,-87.72466123,1(773)534-6850,5,WEST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.64699403794559 41.6810313695292),HIGGINS,610295,Network 13,11710 S MORGAN ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.68103137,-87.64699404,1(773)535-5625,13,WEST PULLMAN,34,Carrie M. Austin
POINT (-87.62804036317074 41.74718591747294),LENART,610298,ISP,8101 S LASALLE ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74718592,-87.62804036,1(773)535-0040,11,CHATHAM,21,"Howard B. Brookins, Jr."
POINT (-87.6413345407389 41.76533497924157),KING ES,610299,Network 11,644 W 71ST ST,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76533498,-87.64133454,1(773)535-3875,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.634750516536 41.7488682245116),WESTCOTT,610300,Network 11,409 W 80TH ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74886823,-87.63475052,1(773)535-3090,11,CHATHAM,17,Latasha R. Thomas
POINT (-87.68696021819036 41.879118231068894),PHOENIX MILITARY HS,610304,Service Leadership Academies,145 S CAMPBELL AVE,60612,District,HS,"9, 10, 11, 12",41.87911823,-87.68696022,1(773)534-7275,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.74927555446033 41.87358678018176),LELAND,610305,Network 3,512 S LAVERGNE AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87358678,-87.74927555,1(773)534-6340,3,AUSTIN,29,Chris Taliaferro
POINT (-87.66947670925113 41.8835681680644),RUDOLPH,610308,Network 6,110 N PAULINA ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5",41.88356817,-87.66947671,1(773)534-7460,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.5895894984777 41.733132312723),MCDOWELL,610312,ISP,1419 E 89TH ST,60619,District,ES,"PK, K, 1, 2, 3, 4, 5",41.73313231,-87.5895895,1(773)535-6404,12,CALUMET HEIGHTS,8,Michelle A. Harris
POINT (-87.6857562038488 41.90529385315727),DE DIEGO,610313,Network 5,1313 N CLAREMONT AVE,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90529385,-87.6857562,1(773)534-4451,5,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.65053854188713 41.67230940600583),WHITE,610315,Network 13,1136 W 122ND ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.67230941,-87.65053854,1(773)535-5672,13,WEST PULLMAN,34,Carrie M. Austin
POINT (-87.58218173785268 41.726107454791666),EARHART,610316,Network 12,1710 E 93RD ST,60617,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.72610746,-87.58218174,1(773)535-6416,12,CALUMET HEIGHTS,8,Michelle A. Harris
POINT (-87.69207693007087 41.82389999976054),BRIGHTON PARK,610317,Network 8,3825 S WASHTENAW AVE,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8239,-87.69207693,1(773)535-7237,8,BRIGHTON PARK,12,George A. Cardenas
POINT (-87.66781651175461 41.82935561870738),EVERGREEN,610319,Network 8,3537 S PAULINA ST,60609,District,ES,"6, 7, 8",41.82935562,-87.66781651,1(773)535-4836,8,MCKINLEY PARK,12,George A. Cardenas
POINT (-87.71998811723657 41.95249186049323),MARSHALL MIDDLE,610321,Network 1,3900 N LAWNDALE AVE,60618,District,ES,"7, 8",41.95249186,-87.71998812,1(773)534-5200,1,IRVING PARK,45,John Arena
POINT (-87.55755003385275 41.73462671971637),BOWEN HS,610323,Network 12,2710 E 89TH ST,60617,District,HS,"9, 10, 11, 12",41.73462672,-87.55755003,1(773)535-7650,12,SOUTH CHICAGO,7,Gregory Mitchell
POINT (-87.7080408764978 41.93397019544521),LOGANDALE,610325,Network 4,3212 W GEORGE ST,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9339702,-87.70804088,1(773)534-5350,4,AVONDALE,35,Rey Colon
POINT (-87.67521045891944 41.857754809048),OROZCO,610329,Network 7,1940 W 18TH ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85775481,-87.67521046,1(773)534-7215,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.71542311991061 41.88621005936022),RABY HS,610334,Network 5,3545 W FULTON BLVD,60624,District,HS,"9, 10, 11, 12",41.88621006,-87.71542312,1(773)534-6755,5,EAST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.64921669361973 41.75892473172105),STAGG,610339,AUSL,7424 S MORGAN ST,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.75892473,-87.64921669,1(773)535-3565,11,ENGLEWOOD,17,Latasha R. Thomas
POINT (-87.77684656598319 41.94305449025786),CHICAGO ACADEMY HS,610340,AUSL,3400 N AUSTIN AVE,60634,District,HS,"9, 10, 11, 12",41.94305449,-87.77684657,1(773)534-0146,1,DUNNING,36,Nicholas Sposato
POINT (-87.68304994191865 41.90681580907238),SABIN,610342,Network 5,2216 W HIRSCH ST,60622,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.90681581,-87.68304994,1(773)534-4491,5,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.60841876847849 41.81449879499185),WOODSON,610345,Network 9,4414 S EVANS AVE,60653,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8144988,-87.60841877,1(773)535-1280,9,GRAND BOULEVARD,3,Patricia R. Dowell
POINT (-87.68106119770613 41.777510507274556),CLAREMONT,610347,Network 10,2300 W 64TH ST,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77751051,-87.6810612,1(773)535-8110,10,CHICAGO LAWN,16,JoAnn Thompson
POINT (-87.5766429511519 41.729692360814184),BLACK,610350,Network 12,9101 S EUCLID AVE,60619,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.72969236,-87.57664295,1(773)535-6390,12,CALUMET HEIGHTS,8,Michelle A. Harris
POINT (-87.72995529240711 41.73884394057011),DURKIN PARK,610352,Network 10,8445 S KOLIN AVE,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.73884394,-87.72995529,1(773)535-2322,10,ASHBURN,18,Lona Lane
POINT (-87.71165364057762 41.824377327213384),CALMECA,610353,Network 8,3456 W 38TH ST,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.82437733,-87.71165364,1(773)535-7000,8,BRIGHTON PARK,12,George A. Cardenas
POINT (-87.7071507281792 41.961721055910864),NORTH RIVER,610354,Network 1,4416 N TROY ST,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.96172106,-87.70715073,1(773)534-0590,1,ALBANY PARK,33,Deborah Mell
POINT (-87.66385296311167 41.96230777171522),COURTENAY,610355,Network 2,4420 N BEACON ST,60640,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.96230777,-87.66385296,1(773)534-5790,2,UPTOWN,46,James Cappleman
POINT (-87.69894610650913 41.84776169413336),SPRY HS,610357,Network 7,2400 S MARSHALL BLVD,60623,District,HS,"9, 10, 11, 12",41.84776169,-87.69894611,1(773)534-1997,7,SOUTH LAWNDALE,12,George A. Cardenas
POINT (-87.63930546895577 41.715665357544054),EVERS,610362,Network 11,9811 S LOWE AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.71566536,-87.63930547,1(773)535-2565,11,WASHINGTON HEIGHTS,34,Carrie M. Austin
POINT (-87.6460827440443 41.95681613022009),DISNEY,610363,ISP,4140 N MARINE DR,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95681613,-87.64608274,1(773)534-5840,2,UPTOWN,46,James Cappleman
POINT (-87.61432001021883 41.653732980686485),DUBOIS,610364,Network 13,330 E 133RD ST,60827,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.65373298,-87.61432001,1(773)535-5582,13,RIVERDALE,9,Anthony A. Beale
POINT (-87.64804432348328 41.71619329561056),WACKER,610366,Network 11,9746 S MORGAN ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7161933,-87.64804432,1(773)535-2821,11,WASHINGTON HEIGHTS,34,Carrie M. Austin
POINT (-87.76629755455644 41.8779788328372),DEPRIEST,610367,Network 3,139 S PARKSIDE AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87797883,-87.76629755,1(773)534-6800,3,AUSTIN,29,Chris Taliaferro
POINT (-87.62986865964777 41.705342321152955),HUGHES L,610368,Network 13,240 W 104TH ST,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.70534232,-87.62986866,1(773)535-5075,13,ROSELAND,34,Carrie M. Austin
POINT (-87.64676673439911 41.73412547213793),JACKSON M,610369,Network 11,917 W 88TH ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.73412547,-87.64676673,1(773)535-3341,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
POINT (-87.62502997956442 41.80611759680971),WILLIAMS HS,610380,Network 9,4934 S WABASH AVE,60615,District,HS,"9, 10, 11, 12",41.8061176,-87.62502998,1(773)535-1120,9,GRAND BOULEVARD,3,Patricia R. Dowell
POINT (-87.62500446842496 41.80520417036024),BRONZEVILLE HS,610381,Network 9,4934 S WABASH AVE,60615,District,HS,"9, 10, 11, 12",41.80520417,-87.62500447,1(773)535-1150,9,GRAND BOULEVARD,3,Patricia R. Dowell
POINT (-87.73529946932085 41.83350727440447),SOCIAL JUSTICE HS,610383,Network 7,3120 S KOSTNER AVE,60623,District,HS,"9, 10, 11, 12",41.83350728,-87.73529947,1(773)535-4300,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.73527796161464 41.83616881791408),INFINITY HS,610384,Network 7,3120 S KOSTNER AVE,60623,District,HS,"9, 10, 11, 12",41.83616882,-87.73527796,1(773)535-4225,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.73528329704085 41.83528187282801),MULTICULTURAL HS,610385,Network 7,3120 S KOSTNER AVE,60623,District,HS,"9, 10, 11, 12",41.83528187,-87.7352833,1(773)535-4242,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.66737776499681 41.80351471547385),PEACE AND EDUCATION HS,610386,ISP,4946 S PAULINA ST,60609,District,HS,"10, 11, 12",41.80351472,-87.66737777,1(773)535-9023,8,NEW CITY,20,Willie B. Cochran
POINT (-87.72665959049806 41.894546718772595),ORR HS,610389,AUSL,730 N PULASKI RD,60624,District,HS,"9, 10, 11, 12",41.89454672,-87.72665959,1(773)534-6500,5,HUMBOLDT PARK,37,Emma M. Mitts
POINT (-87.66578850846128 41.98902070946669),RICKOVER MILITARY HS,610390,Service Leadership Academies,5900 N GLENWOOD AVE,60660,District,HS,"9, 10, 11, 12",41.98902071,-87.66578851,1(773)534-2890,2,EDGEWATER,48,Harry Osterman
POINT (-87.67166184964424 41.78204080286074),LINDBLOM HS,610391,Network 11,6130 S WOLCOTT AVE,60636,District,HS,"7, 8, 9, 10, 11, 12",41.7820408,-87.67166185,1(773)535-9300,11,WEST ENGLEWOOD,15,Toni L. Foulkes
POINT (-87.73529221730786 41.83439661641913),WORLD LANGUAGE HS,610392,Network 7,3120 S KOSTNER AVE,60623,District,HS,"9, 10, 11, 12",41.83439662,-87.73529222,1(773)535-4334,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.65247334563585 41.96554746082514),UPLIFT HS,610394,Network 2,900 W WILSON AVE,60640,District,HS,"9, 10, 11, 12",41.96554746,-87.65247335,1(773)534-2875,2,UPTOWN,46,James Cappleman
POINT (-87.70644464862602 41.7644070751603),TARKINGTON,610396,AUSL,3330 W 71ST ST,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76440708,-87.70644465,1(773)535-4700,10,CHICAGO LAWN,17,Latasha R. Thomas
POINT (-87.69076139189741 41.94138763973928),DEVRY HS,610402,Network 4,3300 N CAMPBELL AVE,60618,District,HS,"11, 12",41.94138764,-87.69076139,1(773)697-2216,4,NORTH CENTER,47,Ameya Pawar
POINT (-87.6776361122946 41.883214516587714),SUDER,610405,Network 6,2022 W WASHINGTON BLVD,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.88321452,-87.67763611,1(773)534-7685,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.7020415857877 41.86414856686577),COLLINS HS,610499,AUSL,1313 S SACRAMENTO DR,60623,District,HS,"9, 10, 11, 12",41.86414857,-87.70204159,1(773)534-1840,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.72724437841765 41.86697962686208),FRAZIER PROSPECTIVE,610503,Network 5,4027 W GRENSHAW ST,60624,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.86697963,-87.72724438,1(773)534-6880,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.67754185004422 41.827774912780285),THOMAS,610504,Network 8,3625 S HOYNE AVE,60609,District,ES,PK,41.82777491,-87.67754185,1(773)535-4088,8,MCKINLEY PARK,12,George A. Cardenas
POINT (-87.6330187904462 41.781484903182914),TEAM HS,610506,Network 11,6201 S STEWART AVE,60621,District,HS,"9, 10, 11, 12",41.7814849,-87.63301879,1(773)535-3530,11,ENGLEWOOD,20,Willie B. Cochran
POINT (-87.63275698312634 41.828145322049565),AIR FORCE HS,610513,Service Leadership Academies,3630 S WELLS ST,60609,District,HS,"9, 10, 11, 12",41.82814532,-87.63275698,1(773)535-1590,6,ARMOUR SQUARE,11,James A. Balcer
POINT (-87.76191637273237 41.88599328647998),VOISE HS,610518,Network 3,231 N PINE AVE,60644,District,HS,"9, 10, 11, 12",41.88599329,-87.76191637,1(773)534-0660,3,AUSTIN,37,Emma M. Mitts
POINT (-87.67369603171919 41.902914456505975),LASALLE II,610520,ISP,1148 N HONORE ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90291446,-87.67369603,1(773)534-0490,6,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.66652988325733 41.771221111228726),DAVIS M,610521,Network 11,6730 S PAULINA ST,60636,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.77122111,-87.66652988,1(773)535-9120,11,WEST ENGLEWOOD,16,JoAnn Thompson
POINT (-87.81377123403563 41.99423794962509),EDISON PARK,610523,Network 1,6220 N OLCOTT AVE,60631,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.99423795,-87.81377123,1(773)534-0960,1,NORWOOD PARK,41,Mary O'Connor
POINT (-87.68056201258314 41.93579455558985),ALCOTT HS,610524,Network 4,2957 N HOYNE AVE,60618,District,HS,"9, 10, 11, 12",41.93579456,-87.68056201,1(773)534-5970,4,NORTH CENTER,32,Scott Waguespack
POINT (-87.65940468445534 41.8935476378506),OGDEN HS,610529,Network 6,1250 W ERIE ST,60642,District,HS,"6, 7, 8, 9, 10, 11, 12",41.89354764,-87.65940468,1(773)534-0866,6,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.5903961020606 41.76775510872349),SOUTH SHORE ES,610530,Network 12,1415 E 70TH ST,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76775511,-87.5903961,1(773)535-8340,12,SOUTH SHORE,5,Leslie A. Hairston
POINT (-87.7113699213332 41.793479329251525),HERNANDEZ,610532,Network 8,3510 W 55TH ST,60632,District,ES,"6, 7, 8",41.79347933,-87.71136992,1(773)535-8850,8,GAGE PARK,14,Edward M. Burke
POINT (-87.76578057130992 41.921317581679105),PRIETO,610533,ISP,2231 N CENTRAL AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.92131758,-87.76578057,1(773)534-0210,3,BELMONT CRAGIN,36,Nicholas Sposato
POINT (-87.6448414947778 41.905109118866676),SKINNER NORTH,610534,ISP,640 W SCOTT ST,60610,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.90510912,-87.64484149,1(773)534-8500,4,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
POINT (-87.77012725797415 41.93493062208358),CAMRAS,610539,Network 3,3000 N MANGO AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.93493062,-87.77012726,1(773)534-2960,3,BELMONT CRAGIN,30,Ariel E. Reboyras
POINT (-87.72478312355827 41.94002591322928),LORCA,610541,Network 4,3231 N SPRINGFIELD AVE,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94002591,-87.72478312,1(773)534-0950,4,AVONDALE,30,Ariel E. Reboyras
POINT (-87.7059172053415 42.00295899415031),WEST RIDGE,610542,Network 2,6700 N WHIPPLE ST,60645,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.002959,-87.70591721,1(773)534-8250,2,WEST RIDGE,50,Debra L. Silverstein
POINT (-87.71105882218495 41.79520055456999),SOLORIO HS,610543,AUSL,5400 S ST LOUIS AVE,60632,District,HS,"9, 10, 11, 12",41.79520056,-87.71105882,1(773)535-9070,8,GAGE PARK,14,Edward M. Burke
POINT (-87.73992023378516 41.77107907193362),AZUELA,610544,Network 10,4707 W MARQUETTE RD,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77107907,-87.73992023,1(773)535-7395,10,WEST LAWN,13,Marty Quinn
POINT (-87.57635263779207 41.75879166256017),SOUTH SHORE INTL HS,610547,Network 12,1955 E 75TH ST,60649,District,HS,"9, 10, 11, 12",41.75879166,-87.57635264,1(773)535-8351,12,SOUTH SHORE,8,Michelle A. Harris
POINT (-87.6649691328381 41.868575878584245),STEM,610548,Network 6,1522 W FILLMORE ST,60607,District,ES,"K, 1, 2, 3, 4, 5, 6, 7",41.86857588,-87.66496913,1(773)534-7300,6,NEAR WEST SIDE,28,Jason C. Ervin
POINT (-87.75406405298797 41.895677725009506),BANNER WEST HS,610555,Options,819 N LEAMINGTON AVE,60651,ALOP,HS,"9, 10, 11, 12",41.89567773,-87.75406405,1(773)854-1188,3,AUSTIN,37,Emma M. Mitts
POINT (-87.70406006783527 41.73523902189959),PATHWAYS - ASHBURN HS,610557,Options,3284 W 87TH ST,60652,ALOP,HS,"9, 10, 11, 12",41.73523902,-87.70406007,1(773)434-6300,10,ASHBURN,18,Lona Lane
POINT (-87.70734534806047 41.753749801742536),GOODE HS,610558,Network 10,7651 S HOMAN AVE,60652,District,HS,"9, 10, 11, 12",41.7537498,-87.70734535,1(773)535-7875,10,ASHBURN,18,Lona Lane
POINT (-87.68977977275121 41.80649141085714),SHIELDS MIDDLE,610559,Network 8,2611 W 48TH ST,60632,District,ES,"5, 6, 7, 8",41.80649141,-87.68977977,1(773)535-7115,8,BRIGHTON PARK,14,Edward M. Burke
POINT (-87.6833013465923 41.87694744316895),CRANE MEDICAL HS,610561,Network 6,2245 W JACKSON BLVD,60612,District,HS,"9, 10, 11",41.87694744,-87.68330135,1(773)534-7600,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.6775413678762 41.80841254258602),BACK OF THE YARDS HS,610563,Network 8,2111 W 47TH ST,60609,District,HS,"9, 10, 11",41.80841254,-87.67754137,1(773)535-7320,8,NEW CITY,15,Toni L. Foulkes
POINT (-87.72136351133383 41.95248766939361),DISNEY II HS,610564,ISP,3900 N LAWNDALE AVE,60618,District,HS,"7, 8, 9, 10, 11",41.95248767,-87.72136351,1(773)534-5010,1,IRVING PARK,45,John Arena
POINT (-87.64912434695815 41.763895973300585),CAMELOT - EXCEL ENGLEWOOD HS,610565,Options,7141 S MORGAN ST,60621,Contract,HS,"9, 10, 11, 12",41.76389597,-87.64912435,1(773)675-6674,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.70660367604683 41.86647785082858),MAGIC JOHNSON - N LAWNDALE HS,610566,Options,3222 W ROOSEVELT RD,60624,ALOP,HS,"9, 10, 11, 12",41.86647785,-87.70660368,1(773)826-1137,5,NORTH LAWNDALE,24,Michael D. Chandler
